ï»¿datasetId,contigId,Average fold,Length,Reference GC,Covered percent,Covered bases,Plus reads,Minus reads,Median fold,Read GC,Complete Lineage,IMG scaffold_oid,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.1.5.2.0.2.16,scaffold05919,2.8,524,0.3473,100,524,5,5,3,0.3563,0.1.5.2.0.2.16,Ga0066474_105919,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold05938,3.1,523,0.3996,100,523,6,6,3,0.3921,0.1.5.2.0.2.16,Ga0066474_105938,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold05951,2.2,522,0.3487,100,522,3,5,2,0.3636,0.1.5.2.0.2.16,Ga0066474_105951,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold05973,2.7,519,0.4143,100,519,6,4,3,0.4093,0.1.5.2.0.2.16,Ga0066474_105973,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06031,2.5,514,0.4144,100,514,5,4,2,0.4326,0.1.5.2.0.2.16,Ga0066474_106031,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06043,3,513,0.386,100,513,6,5,3,0.3758,0.1.5.2.0.2.16,Ga0066474_106043,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06057,4.3,512,0.3945,100,512,8,7,5,0.4019,0.1.5.2.0.2.16,Ga0066474_106057,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06086,3.3,509,0.3438,100,509,6,6,3,0.3493,0.1.5.2.0.2.16,Ga0066474_106086,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06098,2.3,508,0.4252,100,508,4,4,2,0.4258,0.1.5.2.0.2.16,Ga0066474_106098,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06111,2.8,507,0.3905,100,507,5,5,3,0.3874,0.1.5.2.0.2.16,Ga0066474_106111,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06122,5.2,506,0.4704,100,506,8,10,6,0.4726,0.1.5.2.0.2.16,Ga0066474_106122,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06124,2.6,506,0.415,100,506,5,4,3,0.4196,0.1.5.2.0.2.16,Ga0066474_106124,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06140,3.2,505,0.4,100,505,6,5,3,0.3875,0.1.5.2.0.2.16,Ga0066474_106140,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06153,2.6,504,0.4206,100,504,5,4,3,0.4092,0.1.5.2.0.2.16,Ga0066474_106153,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06155,3.5,504,0.3849,100,504,6,6,3,0.3785,0.1.5.2.0.2.16,Ga0066474_106155,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06180,3.2,502,0.3606,100,502,6,5,3,0.3746,0.1.5.2.0.2.16,Ga0066474_106180,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06199,2,500,0.352,100,500,3,4,2,0.3483,0.1.5.2.0.2.16,Ga0066474_106199,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06204,3.5,500,0.394,100,500,6,6,4,0.398,0.1.5.2.0.2.16,Ga0066474_106204,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06221,1.5,498,0.3373,100,498,3,2,2,0.332,0.1.5.2.0.2.16,Ga0066474_106221,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06228,3.2,498,0.4137,100,498,5,6,3,0.4109,0.1.5.2.0.2.16,Ga0066474_106228,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06238,3.9,497,0.4628,100,497,6,7,4,0.4594,0.1.5.2.0.2.16,Ga0066474_106238,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06241,2.9,497,0.3541,100,497,6,4,2,0.3155,0.1.5.2.0.2.16,Ga0066474_106241,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06310,2.7,491,0.3809,100,491,4,5,3,0.381,0.1.5.2.0.2.16,Ga0066474_106310,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06313,2.3,490,0.4449,100,490,4,4,2,0.441,0.1.5.2.0.2.16,Ga0066474_106313,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06331,2.6,489,0.3906,100,489,4,5,2,0.3881,0.1.5.2.0.2.16,Ga0066474_106331,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06334,2.3,489,0.2965,100,489,4,4,2,0.3008,0.1.5.2.0.2.16,Ga0066474_106334,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06337,749.3,489,0.5031,100,489,1294,1257,867,0.5042,0.1.5.2.0.2.16,Ga0066474_106337,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06342,2.3,488,0.4303,100,488,4,4,2,0.4325,0.1.5.2.0.2.16,Ga0066474_106342,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06343,2.6,488,0.4324,100,488,5,4,3,0.4295,0.1.5.2.0.2.16,Ga0066474_106343,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06378,3.1,485,0.3959,100,485,5,6,3,0.4017,0.1.5.2.0.2.16,Ga0066474_106378,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06387,4.8,485,0.3711,100,485,9,7,5,0.378,0.1.5.2.0.2.16,Ga0066474_106387,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06412,4.5,483,0.4037,100,483,7,8,5,0.4075,0.1.5.2.0.2.16,Ga0066474_106412,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06413,2.3,483,0.3582,100,483,5,3,2,0.3467,0.1.5.2.0.2.16,Ga0066474_106413,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06431,3,482,0.4627,100,482,4,6,3,0.4569,0.1.5.2.0.2.16,Ga0066474_106431,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06436,2.7,482,0.361,100,482,4,5,2,0.3578,0.1.5.2.0.2.16,Ga0066474_106436,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06441,2.6,481,0.3846,100,481,4,5,3,0.3844,0.1.5.2.0.2.16,Ga0066474_106441,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06443,3.6,481,0.4241,100,481,6,6,3,0.4246,0.1.5.2.0.2.16,Ga0066474_106443,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06448,2.4,481,0.3617,100,481,4,4,3,0.3717,0.1.5.2.0.2.16,Ga0066474_106448,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06449,2.9,481,0.4407,100,481,5,5,3,0.4333,0.1.5.2.0.2.16,Ga0066474_106449,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06495,2.7,478,0.4226,100,478,4,5,3,0.4192,0.1.5.2.0.2.16,Ga0066474_106495,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06497,3.1,478,0.341,100,478,5,5,3,0.3387,0.1.5.2.0.2.16,Ga0066474_106497,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06501,3.9,478,0.4247,100,478,8,5,4,0.4289,0.1.5.2.0.2.16,Ga0066474_106501,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06522,3.1,476,0.4118,100,476,5,5,3,0.428,0.1.5.2.0.2.16,Ga0066474_106522,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06536,3.1,475,0.4295,100,475,6,4,3,0.4327,0.1.5.2.0.2.16,Ga0066474_106536,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06541,3.1,475,0.3663,100,475,5,5,3,0.3509,0.1.5.2.0.2.16,Ga0066474_106541,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06557,2.1,474,0.3376,100,474,3,4,2,0.3438,0.1.5.2.0.2.16,Ga0066474_106557,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06568,3.6,473,0.3531,100,473,6,6,4,0.3497,0.1.5.2.0.2.16,Ga0066474_106568,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06582,3.5,472,0.428,100,472,5,7,3,0.424,0.1.5.2.0.2.16,Ga0066474_106582,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06598,2.6,471,0.4119,100,471,4,5,3,0.4181,0.1.5.2.0.2.16,Ga0066474_106598,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06624,3,469,0.4136,100,469,5,5,3,0.4045,0.1.5.2.0.2.16,Ga0066474_106624,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06627,2.4,469,0.339,100,469,4,4,2,0.3392,0.1.5.2.0.2.16,Ga0066474_106627,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06641,2.7,468,0.3697,100,468,5,4,3,0.3803,0.1.5.2.0.2.16,Ga0066474_106641,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06662,3,467,0.4368,100,467,6,4,3,0.44,0.1.5.2.0.2.16,Ga0066474_106662,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06691,3.4,465,0.3269,100,465,5,6,3,0.3414,0.1.5.2.0.2.16,Ga0066474_106691,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06698,3.1,465,0.4086,100,465,5,5,3,0.3883,0.1.5.2.0.2.16,Ga0066474_106698,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06711,2.8,464,0.3922,100,464,3,6,3,0.3948,0.1.5.2.0.2.16,Ga0066474_106711,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06727,2.8,463,0.3153,100,463,5,4,3,0.3175,0.1.5.2.0.2.16,Ga0066474_106727,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06745,2.4,462,0.3377,100,462,5,3,2,0.3333,0.1.5.2.0.2.16,Ga0066474_106745,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06767,5.1,460,0.487,100,460,8,8,5,0.485,0.1.5.2.0.2.16,Ga0066474_106767,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06768,2.8,460,0.3848,100,460,4,5,3,0.3847,0.1.5.2.0.2.16,Ga0066474_106768,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06800,2.3,458,0.3581,100,458,3,4,2,0.3629,0.1.5.2.0.2.16,Ga0066474_106800,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06803,2.8,457,0.3392,100,457,5,4,3,0.338,0.1.5.2.0.2.16,Ga0066474_106803,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06805,2.1,457,0.4026,100,457,3,4,2,0.4048,0.1.5.2.0.2.16,Ga0066474_106805,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06821,2.6,456,0.4342,100,456,4,4,2,0.4481,0.1.5.2.0.2.16,Ga0066474_106821,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06824,2.2,456,0.364,100,456,4,3,2,0.3619,0.1.5.2.0.2.16,Ga0066474_106824,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06830,3.1,456,0.4452,100,456,5,5,3,0.461,0.1.5.2.0.2.16,Ga0066474_106830,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06842,3.2,455,0.3758,100,455,5,5,3,0.3625,0.1.5.2.0.2.16,Ga0066474_106842,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06858,2.9,454,0.3656,100,454,5,4,3,0.343,0.1.5.2.0.2.16,Ga0066474_106858,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06892,1.9,452,0.3761,100,452,4,2,2,0.3793,0.1.5.2.0.2.16,Ga0066474_106892,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06920,3.6,450,0.3689,100,450,6,5,3,0.3794,0.1.5.2.0.2.16,Ga0066474_106920,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06925,2.8,450,0.3822,100,450,5,4,3,0.3774,0.1.5.2.0.2.16,Ga0066474_106925,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06934,2.8,449,0.3385,100,449,4,5,3,0.3467,0.1.5.2.0.2.16,Ga0066474_106934,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06945,759.7,449,0.5145,100,449,1178,1238,856,0.5164,0.1.5.2.0.2.16,Ga0066474_106945,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06950,3.2,448,0.4464,100,448,5,5,3,0.4487,0.1.5.2.0.2.16,Ga0066474_106950,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06967,2.9,447,0.443,100,447,7,2,3,0.4356,0.1.5.2.0.2.16,Ga0066474_106967,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06975,4.8,447,0.4206,100,447,7,8,5,0.4173,0.1.5.2.0.2.16,Ga0066474_106975,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06991,2.2,446,0.417,100,446,4,3,2,0.4132,0.1.5.2.0.2.16,Ga0066474_106991,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06993,4.2,446,0.3969,100,446,7,6,4,0.3937,0.1.5.2.0.2.16,Ga0066474_106993,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold06994,2.9,446,0.3924,100,446,4,5,3,0.3884,0.1.5.2.0.2.16,Ga0066474_106994,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07007,2.4,445,0.4067,100,445,4,4,2,0.3958,0.1.5.2.0.2.16,Ga0066474_107007,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07008,2.5,445,0.3933,100,445,4,4,2,0.3873,0.1.5.2.0.2.16,Ga0066474_107008,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07022,3,444,0.3874,100,444,4,5,3,0.3838,0.1.5.2.0.2.16,Ga0066474_107022,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07025,2.3,444,0.3941,100,444,4,3,2,0.3948,0.1.5.2.0.2.16,Ga0066474_107025,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07031,3.8,444,0.3986,100,444,5,7,3,0.3963,0.1.5.2.0.2.16,Ga0066474_107031,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07045,3,443,0.3679,100,443,4,5,3,0.374,0.1.5.2.0.2.16,Ga0066474_107045,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07047,2.7,443,0.4086,100,443,4,4,2,0.42,0.1.5.2.0.2.16,Ga0066474_107047,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07049,3.2,443,0.3544,100,443,5,5,3,0.3727,0.1.5.2.0.2.16,Ga0066474_107049,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07097,3.3,439,0.3485,100,439,5,5,4,0.3427,0.1.5.2.0.2.16,Ga0066474_107097,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07099,3,439,0.41,100,439,5,4,3,0.4141,0.1.5.2.0.2.16,Ga0066474_107099,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07124,2.7,437,0.4027,100,437,4,4,3,0.3967,0.1.5.2.0.2.16,Ga0066474_107124,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07125,2.7,437,0.3616,100,437,5,3,3,0.3633,0.1.5.2.0.2.16,Ga0066474_107125,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07130,2.2,437,0.3753,100,437,4,3,2,0.3857,0.1.5.2.0.2.16,Ga0066474_107130,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07140,3,436,0.4151,100,436,6,4,3,0.4203,0.1.5.2.0.2.16,Ga0066474_107140,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07142,1.8,436,0.3761,100,436,4,2,2,0.3833,0.1.5.2.0.2.16,Ga0066474_107142,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07157,2.6,435,0.4138,100,435,4,4,3,0.4083,0.1.5.2.0.2.16,Ga0066474_107157,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07158,3.3,435,0.4368,100,435,6,4,3,0.4372,0.1.5.2.0.2.16,Ga0066474_107158,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07162,3.4,435,0.3931,100,435,5,5,4,0.3933,0.1.5.2.0.2.16,Ga0066474_107162,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07175,2.6,434,0.4055,100,434,4,4,3,0.4098,0.1.5.2.0.2.16,Ga0066474_107175,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07177,3.4,434,0.4516,100,434,5,5,4,0.4455,0.1.5.2.0.2.16,Ga0066474_107177,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07198,3.9,432,0.3796,100,432,5,7,4,0.386,0.1.5.2.0.2.16,Ga0066474_107198,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07199,3.3,432,0.4051,100,432,6,4,3,0.3953,0.1.5.2.0.2.16,Ga0066474_107199,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07205,2.5,432,0.4537,100,432,4,4,2,0.4584,0.1.5.2.0.2.16,Ga0066474_107205,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07212,2.7,431,0.3411,100,431,4,4,2,0.328,0.1.5.2.0.2.16,Ga0066474_107212,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07218,3.4,431,0.3898,100,431,5,5,3,0.388,0.1.5.2.0.2.16,Ga0066474_107218,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07250,2,429,0.4009,100,429,2,4,2,0.4007,0.1.5.2.0.2.16,Ga0066474_107250,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07251,3.6,429,0.4382,100,429,6,5,3,0.4174,0.1.5.2.0.2.16,Ga0066474_107251,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07272,3,428,0.4463,100,428,4,5,3,0.4413,0.1.5.2.0.2.16,Ga0066474_107272,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07281,2.3,427,0.4239,100,427,4,3,2,0.4169,0.1.5.2.0.2.16,Ga0066474_107281,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07283,2.6,427,0.3607,100,427,4,4,2,0.3558,0.1.5.2.0.2.16,Ga0066474_107283,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07287,3.7,427,0.3864,100,427,5,6,4,0.3891,0.1.5.2.0.2.16,Ga0066474_107287,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07310,2.7,426,0.3333,100,426,5,3,3,0.3442,0.1.5.2.0.2.16,Ga0066474_107310,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
0.1.5.2.0.2.16,scaffold07318,2.1,426,0.2864,100,426,3,3,2,0.2722,0.1.5.2.0.2.16,Ga0066474_107318,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
